번호,설립,학교명,캠퍼스명,학급,학종,지역,조사연도,한달 기숙사비,,,,,,,,,,,,,,,
,,,,,,,,직영,,,,민자,,,,임차,,,,평균,,,
,,,,,,,,1인실,2인실,3인실,4인실 이상,1인실,2인실,3인실,4인실 이상,1인실,2인실,3인실,4인실 이상,1인실,2인실,3인실,4인실 이상
280,사립,개신대학원대학교,본교(강북미아),대학,대학원대학,서울,2022,185.9,166.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.9,166.3,0.0,0.0
281,사립,건신대학원대학교,본교(대전중구),대학,대학원대학,대전,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,사립,경안대학원대학교,본교(안동),대학,대학원대학,경북,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,사립,계약신학대학원대학교,본교,대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,사립,구세군사관대학원대학교,본교,대학,대학원대학,경기,2022,0.0,187.5,0.0,187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5,0.0,187.5
285,사립,국제뇌교육종합대학원대학교,본교(천안),대학,대학원대학,충남,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,사립,국제법률경영대학원대학교,본교,대학,대학원대학,경기,2022,0.0,0.0,0.0,178.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.1
287,사립,국제신학대학원대학교,본교(서울관악),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,사립,국제영어대학원대학교,본교(서울강동),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,사립,능인대학원대학교,본교,대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,사립,대한신학대학원대학교,본교,대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,사립,동방문화대학원대학교,본교(서울성북),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,사립,베뢰아국제대학원대학교,본교,대학,대학원대학,서울,2022,196.7,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.7,98.4,0.0,0.0
293,사립,북한대학원대학교,본교(서울종로),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,사립,서울과학종합대학원대학교,본교(대현),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,사립,서울미디어대학원대학교,본교,대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,사립,서울벤처대학원대학교,본교,대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,사립,서울불교대학원대학교,본교(서울금천),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,사립,서울사회복지대학원대학교,본교(영등포),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,사립,서울상담심리대학원대학교,본교,대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,사립,서울성경신학대학원대학교,본교(서울동작),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,사립,서울외국어대학원대학교,본교(서울),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,사립,선학유피대학원대학교,본교,대학,대학원대학,경기,2022,0.0,144.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.6,0.0,0.0
303,사립,성산효대학원대학교,본교(인천),대학,대학원대학,인천,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,사립,성서침례대학원대학교,본교(이천),대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,사립,순복음대학원대학교,본교(서울관악),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,사립,실천신학대학원대학교,본교(경기),대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,사립,에스라성경대학원대학교,본교(경기고양),대학,대학원대학,경기,2022,0.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,150.0
308,사립,예명대학원대학교,본교,대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,사립,온석대학원대학교,본교(경기용인),대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,사립,원불교대학원대학교,본교(전북익산),대학,대학원대학,전북,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,사립,웨스트민스터신학대학원대학교,본교(경기용인),대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,사립,제네바신학대학원대학교,본교,대학,대학원대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,사립,주안대학원대학교,본교,대학,대학원대학,인천,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,사립,치유상담대학원대학교,본교,대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,사립,한국상담대학원대학교,본교,대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,사립,한국전력국제원자력대학원대학교,본교,대학,대학원대학,울산,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,사립,한림국제대학원대학교,본교,대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,사립,한반도국제대학원대학교,본교(효창동),대학,대학원대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,사립,합동신학대학원대학교,본교,대학,대학원대학,경기,2022,0.0,98.2,0.0,81.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.2,0.0,81.8
320,사립,횃불트리니티신학대학원대학교,본교(서울서초),대학,대학원대학,서울,2022,0.0,171.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.1,0.0,0.0
321,국립,경인교육대학교,본교(인천),대학,교육대학,인천,2022,0.0,173.0,0.0,0.0,0.0,258.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.6,0.0,0.0
322,국립,경인교육대학교,제2캠퍼스(경기),대학,교육대학,경기,2022,0.0,0.0,0.0,183.8,0.0,262.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.8,0.0,183.8
323,국립,공주교육대학교,본교(공주),대학,교육대학,충남,2022,0.0,218.2,0.0,0.0,218.2,218.2,0.0,0.0,0.0,0.0,0.0,0.0,218.2,218.2,0.0,0.0
324,국립,광주교육대학교,본교(광주북구),대학,교육대학,광주,2022,0.0,0.0,0.0,0.0,0.0,218.1,0.0,188.4,0.0,0.0,0.0,0.0,0.0,218.1,0.0,188.4
325,국립,대구교육대학교,본교(대구남구),대학,교육대학,대구,2022,0.0,143.5,0.0,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.5,0.0,112.2
326,국립,부산교육대학교,본교(부산),대학,교육대학,부산,2022,400.0,197.6,0.0,0.0,0.0,213.6,0.0,0.0,0.0,0.0,0.0,0.0,400.0,206.7,0.0,0.0
327,국립,서울교육대학교,본교(서울서초),대학,교육대학,서울,2022,0.0,0.0,0.0,0.0,255.9,255.9,0.0,0.0,0.0,0.0,0.0,0.0,255.9,255.9,0.0,0.0
328,국립,전주교육대학교,본교(전주),대학,교육대학,전북,2022,0.0,129.3,0.0,0.0,236.6,157.8,157.8,0.0,0.0,0.0,0.0,0.0,236.6,144.4,157.8,0.0
329,국립,진주교육대학교,본교(진주),대학,교육대학,경남,2022,0.0,221.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.1,0.0,0.0
330,국립,청주교육대학교,본교(청주),대학,교육대학,충북,2022,291.3,153.3,0.0,0.0,425.7,224.0,0.0,0.0,0.0,0.0,0.0,0.0,340.9,209.0,0.0,0.0
331,국립,춘천교육대학교,본교(춘천),대학,교육대학,강원,2022,0.0,174.0,0.0,0.0,213.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,201.5,0.0,0.0
332,공립,서울시립대학교,본교,대학,공립대학,서울,2022,233.8,233.8,163.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.8,233.8,163.1,0.0
333,사립,가톨릭상지대학교,본교,전문,일반대학,경북,2022,245.9,154.1,148.6,143.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.9,154.1,148.6,143.2
334,사립,강동대학교,본교,전문,일반대학,충북,2022,0.0,131.6,0.0,131.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.6,0.0,131.6
335,사립,강릉영동대학교,본교,전문,일반대학,강원,2022,219.6,219.6,0.0,0.0,257.1,266.9,0.0,212.1,0.0,0.0,0.0,0.0,227.1,251.3,0.0,212.1
336,사립,강원관광대학교,본교,전문,일반대학,강원,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,사립,거제대학교,본교,전문,일반대학,경남,2022,0.0,165.0,111.4,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,111.4,92.1
338,사립,경기과학기술대학교,본교,전문,일반대학,경기,2022,229.6,229.6,152.1,183.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.6,229.6,152.1,183.7
339,사립,경남정보대학교,본교,전문,일반대학,부산,2022,157.5,157.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.5,157.5,0.0,0.0
340,사립,경남정보대학교,산단캠퍼스,전문,일반대학,부산,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,사립,경민대학교,본교,전문,일반대학,경기,2022,297.3,250.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.8,0.0,0.0,297.3,251.3,0.0,0.0
342,사립,경복대학교,본교(남양주),전문,일반대학,경기,2022,0.0,274.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.8,0.0,0.0
343,사립,경복대학교,제2캠퍼스(남양주),전문,일반대학,경기,2022,0.0,274.8,190.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.8,190.7,0.0
344,사립,경북과학대학교,본교,전문,일반대학,경북,2022,0.0,138.9,146.7,138.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.9,146.7,138.9
345,사립,경북보건대학교,본교(김천),전문,일반대학,경북,2022,0.0,203.8,196.6,201.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,203.8,196.6,202.1
346,사립,경북전문대학교,본교,전문,일반대학,경북,2022,0.0,266.0,228.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,228.5,0.0
347,사립,경인여자대학교,본교,전문,일반대학,인천,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,사립,계명문화대학교,본교(성서),전문,일반대학,대구,2022,180.5,162.9,0.0,136.6,0.0,0.0,0.0,0.0,0.0,151.3,0.0,0.0,180.5,160.6,0.0,136.6
349,사립,계원예술대학교,본교(경기),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,사립,고구려대학교,본교,전문,일반대학,전남,2022,0.0,0.0,213.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.1,0.0
351,사립,광양보건대학교,본교(전남),전문,일반대학,전남,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,사립,광주보건대학교,본교(신창동),전문,일반대학,광주,2022,170.6,170.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.6,170.6,0.0,0.0
353,사립,구미대학교,본교,전문,일반대학,경북,2022,293.6,276.4,273.1,274.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.6,276.4,273.1,274.9
354,사립,구미대학교,산단캠퍼스,전문,일반대학,경북,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,사립,국제대학교,본교(송탄),전문,일반대학,경기,2022,488.9,244.4,0.0,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.9,244.4,0.0,99.5
356,사립,군산간호대학교,본교(군산),전문,일반대학,전북,2022,0.0,0.0,0.0,145.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.9
357,사립,군장대학교,본교,전문,일반대학,전북,2022,0.0,199.2,182.1,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.2,182.1,165.0
358,사립,군장대학교,산단캠퍼스,전문,일반대학,전북,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,사립,기독간호대학교,본교,전문,일반대학,광주,2022,114.5,114.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.5,114.5,0.0,0.0
360,사립,김포대학교,본교(김포),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,사립,김해대학교,본교,전문,일반대학,경남,2022,0.0,199.3,0.0,110.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.3,0.0,110.3
362,사립,농협대학교,본교,전문,일반대학,경기,2022,162.2,162.2,162.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.2,162.2,162.2,0.0
363,사립,대경대학교,남양주,전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,사립,대경대학교,본교,전문,일반대학,경북,2022,217.2,178.6,194.0,110.0,106.5,213.0,0.0,0.0,0.0,0.0,0.0,0.0,207.6,196.9,194.0,110.0
365,사립,대구공업대학교,본교(대구달서),전문,일반대학,대구,2022,0.0,202.9,0.0,111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.9,0.0,111.8
366,사립,대구과학대학교,본교(대구),전문,일반대학,대구,2022,0.0,142.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.3,0.0,0.0
367,사립,대구보건대학교,본교(대구북구),전문,일반대학,대구,2022,0.0,197.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.3,0.0,0.0
368,사립,대덕대학교,본교,전문,일반대학,대전,2022,0.0,187.5,0.0,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.5,0.0,93.8
369,사립,대동대학교,본교(부산),전문,일반대학,부산,2022,148.7,135.9,115.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.7,135.9,115.4,0.0
370,사립,대림대학교,본교(안양),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.7,0.0,195.7,0.0,195.7,0.0,195.7
371,사립,대원대학교,본교(제천),전문,일반대학,충북,2022,0.0,235.5,156.0,169.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.5,156.0,169.3
372,사립,대전과학기술대학교,본교(대전),전문,일반대학,대전,2022,385.7,242.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.7,242.9,0.0,0.0
373,사립,대전보건대학교,본교(대전),전문,일반대학,대전,2022,284.3,189.0,174.0,159.0,0.0,228.0,228.0,0.0,0.0,0.0,0.0,0.0,284.3,189.5,209.6,159.0
374,사립,동강대학교,본교,전문,일반대학,광주,2022,142.0,142.0,115.2,115.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,142.0,115.2,115.2
375,사립,동남보건대학교,본교(경기),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,사립,동서울대학교,본교(경기성남),전문,일반대학,경기,2022,511.6,404.5,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.6,404.5,0.0,286.0
377,사립,동아방송예술대학교,본교(경기안성),전문,일반대학,경기,2022,230.2,152.6,152.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.2,152.6,152.6,0.0
378,사립,동아보건대학교,본교(전남영암),전문,일반대학,전남,2022,0.0,138.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.1,0.0,0.0
379,사립,동양미래대학교,본교(서울구로),전문,일반대학,서울,2022,0.0,233.6,180.5,180.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.6,180.5,180.5
380,사립,동원과학기술대학교,본교,전문,일반대학,경남,2022,0.0,192.7,0.0,151.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.7,0.0,151.4
381,사립,동원대학교,본교,전문,일반대학,경기,2022,0.0,226.9,212.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.9,212.7,0.0
382,사립,동의과학대학교,본교,전문,일반대학,부산,2022,0.0,105.0,0.0,146.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,146.8
383,사립,동주대학교,본교,전문,일반대학,부산,2022,0.0,160.2,152.7,119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.2,152.7,119.1
384,사립,두원공과대학교,본교(안성),전문,일반대학,경기,2022,0.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0
385,사립,두원공과대학교,제2캠퍼스(파주),전문,일반대학,경기,2022,0.0,197.3,183.8,170.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.3,183.8,170.3
386,사립,마산대학교,본교(마산),전문,일반대학,경남,2022,226.9,113.4,98.9,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.9,113.4,98.9,63.0
387,사립,마산대학교,산단캠퍼스,전문,일반대학,경남,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,사립,명지전문대학,본교,전문,일반대학,서울,2022,280.0,280.0,266.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,266.0,266.0
389,사립,목포과학대학교,본교(양을),전문,일반대학,전남,2022,236.8,176.3,139.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.8,176.3,139.5,0.0
390,사립,문경대학교,본교(문경),전문,일반대학,경북,2022,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0
391,사립,배화여자대학교,본교(서울종로),전문,일반대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,사립,백석문화대학교,본교(천안),전문,일반대학,충남,2022,0.0,202.7,0.0,121.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.7,0.0,121.6
393,사립,백제예술대학교,본교(전북완주),전문,일반대학,전북,2022,0.0,318.6,259.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.6,259.6,0.0
394,사립,부산경상대학교,본교,전문,일반대학,부산,2022,150.0,150.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,150.0,0.0,98.0
395,사립,부산과학기술대학교,본교,전문,일반대학,부산,2022,240.7,185.8,179.4,175.7,0.0,0.0,0.0,0.0,275.9,0.0,0.0,0.0,245.5,185.8,179.4,175.7
396,사립,부산여자대학교,본교,전문,일반대학,부산,2022,0.0,158.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,158.0
397,사립,부산예술대학교,본교,전문,일반대학,부산,2022,0.0,156.8,0.0,123.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.8,0.0,123.8
398,사립,부천대학교,본교,전문,일반대학,경기,2022,0.0,244.6,195.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.6,195.7,0.0
399,사립,부천대학교,캠퍼스(소사),전문,일반대학,경기,2022,324.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,324.0,0.0,0.0
400,사립,삼육보건대학교,본교,전문,일반대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,사립,서라벌대학교,본교,전문,일반대학,경북,2022,252.1,176.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.1,176.5,0.0,0.0
402,사립,서영대학교,본교(광주),전문,일반대학,광주,2022,0.0,167.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.6,0.0,0.0
403,사립,서영대학교,캠퍼스(파주),전문,일반대학,광주,2022,0.0,0.0,0.0,0.0,275.6,275.6,0.0,0.0,0.0,0.0,0.0,0.0,275.6,275.6,0.0,0.0
404,사립,서울여자간호대학교,본교(서울홍제),전문,일반대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,사립,서울예술대학교,본교(안산),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,289.5,289.5,0.0,0.0,0.0,0.0,0.0,0.0,289.5,289.5,0.0,0.0
406,사립,서일대학교,본교,전문,일반대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,사립,서정대학교,본교(경기),전문,일반대학,경기,2022,0.0,339.1,313.0,209.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.1,313.0,209.8
408,사립,선린대학교,본교,전문,일반대학,경북,2022,218.2,136.4,95.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.2,136.4,95.5,0.0
409,사립,성운대학교,본교(영천),전문,일반대학,경북,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,사립,세경대학교,본교,전문,일반대학,강원,2022,0.0,169.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.3,0.0,0.0
411,사립,송곡대학교,본교,전문,일반대학,강원,2022,0.0,0.0,0.0,165.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.8
412,사립,송호대학교,본교,전문,일반대학,강원,2022,0.0,0.0,0.0,132.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.7
413,사립,수성대학교,본교(대구),전문,일반대학,대구,2022,0.0,0.0,136.4,0.0,255.2,255.2,0.0,0.0,0.0,0.0,0.0,0.0,255.2,255.2,136.4,0.0
414,사립,수원과학대학교,본교,전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,사립,수원여자대학교,본교(인제),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,사립,수원여자대학교,제2캠퍼스(해란),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,사립,순천제일대학교,본교(전남순천),전문,일반대학,전남,2022,0.0,199.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.7,0.0,0.0
418,사립,숭의여자대학교,본교(서울),전문,일반대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,사립,신구대학교,본교,전문,일반대학,경기,2022,158.4,251.7,97.8,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.4,251.7,97.8,192.0
420,사립,신성대학교,본교,전문,일반대학,충남,2022,0.0,219.7,139.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.7,139.4,0.0
421,사립,신안산대학교,본교(안산),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
